Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;CATEGORIA_ELECTRICO;DISTINTIVO;CLAS_INDUSTRIA;CATEG_HOMOLOGACION_UE
332;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. DESARROLLO URBANO;ADMINISTRATIVO;FURGONETA;RENTING;ELÉCTRICO;BEV;CERO;3100;N1
2953;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7113;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7112;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7111;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
4521;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
7110;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
4527;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4535;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4528;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4529;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4503;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4516;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4508;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
3140;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
4533;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4530;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4534;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
299;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
333;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA PARA EL EMPLEO;ADMINISTRATIVO;FURGONETA;RENTING;ELÉCTRICO;BEV;CERO;3100;N1
334;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;DISTRITO DE PUENTE DE VALLECAS;ADMINISTRATIVO;FURGONETA;RENTING;ELÉCTRICO;BEV;CERO;3100;N1
7114;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
311;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. DESARROLLO URBANO;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
5210;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
312;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
313;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
314;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
315;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
316;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2959;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
317;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;DISTRITO DE SAN BLAS-CANILLEJAS;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2954;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
318;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. PORTAVOZ, SEGURIDAD Y EMERGENCIAS;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
319;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;D.G. CONTRATACION Y SERVICIOS;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
320;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;SECRETARIO DEL PLENO;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2900;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;B;2452;N1
321;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;DISTRITO DE CIUDAD LINEAL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
322;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;DISTRITO DE MONCLOA-ARAVACA;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
7148;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
2955;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7146;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7145;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7144;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7143;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
323;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;DISTRITO DE TETUAN;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
324;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. PORTAVOZ, SEGURIDAD Y EMERGENCIAS;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2956;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7142;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
2950;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
325;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA PARA EL EMPLEO;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
326;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
327;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
328;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
7147;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
329;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2480;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;TURISMO;RENTING;GAS LICUADO DE PETROLEO;;ECO;1000;M1
7697;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL;;C;1000;M1
1682;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;C;2146;N2
7139;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7138;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5209;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7137;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
330;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
2474;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;TURISMO;RENTING;GAS LICUADO DE PETROLEO;;ECO;1000;M1
7140;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7141;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
3168;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
7136;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
331;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OO.AA. AGENCIA TRIBUTARIA;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
7149;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7134;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7133;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7131;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7130;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7128;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7135;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7127;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5208;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7125;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5205;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7132;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5207;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3162;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
7124;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7123;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7126;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5401;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7122;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7121;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
2203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;BEV;CERO;1000;M1
3169;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
3148;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
2129;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;Dato no disponible
7101;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
4700;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
5203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
2901;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;B;2247;N3
7129;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7120;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7692;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL;;C;1000;M1
5201;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3149;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
5202;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
5002;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
4919;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;B;1000;M1
5200;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
8770;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;B;2144;N2
2202;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;BEV;CERO;1000;M1
2128;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
80;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;AREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
507;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD;INCIDENCIAS;FURGONETA;PROPIEDAD;DIESEL;;Sin distintivo;2013;N1
5214;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
2115;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;Sin distintivo;1000;M1
4924;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;Sin distintivo;1000;M1
4799;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;D.G. CONTRATACION Y SERVICIOS;INCIDENCIAS;CAMIÓN;PROPIEDAD;DIESEL;;Sin distintivo;2149;N2
5129;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
8008;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;S.G.T. PORTAVOZ, SEGURIDAD Y EMERGENCIAS;INCIDENCIAS;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
2457;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
5125;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
400;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;D.G. CONTRATACION Y SERVICIOS;INCIDENCIAS;FURGONETA;PROPIEDAD;DIESEL;;Sin distintivo;2420;N1
5124;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
7691;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL;;C;1000;M1
5123;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
8020;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AUTOBÚS;PROPIEDAD;DIESEL;;C;1204;M3
5122;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
8021;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AUTOBÚS;PROPIEDAD;DIESEL;;C;1204;M3
8022;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AUTOBÚS;PROPIEDAD;DIESEL;;C;1204;M3
4080;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
